---,Name,ShortDesc,LongDesc,Icon,ItemClass,BuildingClass,VisualObject,ActionBlueprint_Use,MaxStackSize,EquipLocation,GUICategory,ArmourValue,SoundPhysicalSurface,WeaponType,WeaponArcheType,CompatableAmmunitions,WeaponStaminaAttackSingleBasic,WeaponStaminaAttackSingleSpecial,WeaponStaminaAttackDualBasic,WeaponStaminaAttackDualSpecial,WeaponStaminaHeavyChargedRegenModifier,WeaponSpeedHeavyChargedModifier,EncumbranceWeight,ConeAngle,ConeMaxDistance,DamageHealthLight_OnHit,DamageHealthHeavy_OnHit,DamageStaminaLight_OnHit,DamageStaminaHeavy_OnHit,DamageHealthLight_OnBlock,DamageHealthHeavy_OnBlock,DamageStaminaLight_OnBlock,DamageStaminaHeavy_OnBlock,HarvestDamage,WeaponUsage,MaxAttackReach,MinAttackReach,MinAttackDistance,WeaponEffectWidth,WeaponEffectHeight,ItemTier,ArmorPen,DamageConcussiveLightOnHit,DamageConcussiveHeavyOnHit,DamageConcussiveLightOnBlock,DamageConcussiveHeavyOnBlock,DamageTier,KnockbackOffenseBasic,KnockbackOffenseSpecial,KnockbackDefense,VisualStaticMesh,VisualSkeletalMesh,VisualDestructibleMesh,WeaponStatusDefault,WeaponStatusCurrent,WeaponStatusDecrement,PerishRate,PerishTo,MaxDurability,RepairItem1,RepairItem1_Amount,RepairItem1_Weight,RepairItem2,RepairItem2_Amount,RepairItem2_Weight,RepairItem3,RepairItem3_Amount,RepairItem3_Weight,AffectedByDamageTiers,BuildingPieceScore,BuildingMaxHealth,FirstModifier,SecondModifier,ThirdModifier,FourthModifier,FoodAmount,DrinkAmount,BurnTime,ItemFlags,ItemContainerSize,AvatarType,DyeColourID
20261,"NSLOCTEXT("""", ""435444DC4040434E0116419DF1522E19"", ""XX_Bat_Demon_bc_1"")","NSLOCTEXT("""", ""2E1E223E4D2A172247995A9E866023F7"", ""XX_Bat_Demon_bc_1"")","NSLOCTEXT("""", ""5E3F55894BBC902E3603A99914B931DB"", ""XX_Bat_Demon_bc_1"")","/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV","/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C","None","/Game/Characters/NPCs/Bat_Demon/NPC_Weapon_Bat_Demon_bc_1.NPC_Weapon_Bat_Demon_bc_1_C","None","1","0","Armor","0.000000","26","None","OneHanded","","2","3","0","0","0.000000","1.000000","0.000000","35.000000","250.000000","59","73","0","0","0","0","0","0","0","1","600.000000","1.000000","0.000000","0.000000","0.000000","1","0.000000","0","0","0","0","Default","35","35","0","None","None","None","0","0","0","0.000000","0","-1.000000","0","0","1","0","0","1","0","0","1","0","0","0","","","","","0","0","0.000000","4","0","None","-1"
20262,"NSLOCTEXT("""", ""F3CF41924C735EB7EAEF648BF54A1FA7"", ""XX_Bat_Demon_bc_2"")","NSLOCTEXT("""", ""2A8E1DF947437DBAB5C3ABB839FDCDD0"", ""XX_Bat_Demon_bc_2"")","NSLOCTEXT("""", ""E0A73C9F4A1B7186792CE787A675BD66"", ""XX_Bat_Demon_bc_2"")","/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV","/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C","None","/Game/Characters/NPCs/Bat_Demon/NPC_Weapon_Bat_Demon_bc_2.NPC_Weapon_Bat_Demon_bc_2_C","None","1","0","Armor","0.000000","26","None","OneHanded","","2","3","0","0","0.000000","1.000000","0.000000","35.000000","250.000000","59","73","0","0","0","0","0","0","0","1","600.000000","1.000000","0.000000","0.000000","0.000000","1","0.000000","0","0","0","0","Default","35","35","0","None","None","None","0","0","0","0.000000","0","-1.000000","0","0","1","0","0","1","0","0","1","0","0","0","","","","","0","0","0.000000","4","0","None","-1"
20263,"NSLOCTEXT("""", ""4C411DC34AB8415302A70AB791E1B2DF"", ""XX_Bat_Demon_bc_3"")","NSLOCTEXT("""", ""4EAAC1B34BF200524BBCCCA417426F2B"", ""XX_Bat_Demon_bc_3"")","NSLOCTEXT("""", ""618DBD9743809B582F54068D56CA4B3D"", ""XX_Bat_Demon_bc_3"")","/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV","/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C","None","/Game/Characters/NPCs/Bat_Demon/NPC_Weapon_Bat_Demon_bc_3.NPC_Weapon_Bat_Demon_bc_3_C","None","1","0","Armor","0.000000","26","None","OneHanded","","2","3","0","0","0.000000","1.000000","0.000000","35.000000","250.000000","59","73","0","0","0","0","0","0","0","1","600.000000","1.000000","0.000000","0.000000","0.000000","1","0.000000","0","0","0","0","Default","35","35","0","None","None","None","0","0","0","0.000000","0","-1.000000","0","0","1","0","0","1","0","0","1","0","0","0","","","","","0","0","0.000000","4","0","None","-1"
20264,"NSLOCTEXT("""", ""E56C70EA42BC14E658189B9D99D0EE3A"", ""XX_Bat_Demon_t_1"")","NSLOCTEXT("""", ""3446068349357C070C8935B02DBE7D1C"", ""XX_Bat_Demon_t_1"")","NSLOCTEXT("""", ""0793CFF7483FD0FAA5541B839DD1D234"", ""XX_Bat_Demon_t_1"")","/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV","/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C","None","/Game/Characters/NPCs/Bat_Demon/NPC_Weapon_Bat_Demon_t_1.NPC_Weapon_Bat_Demon_t_1_C","None","1","0","Armor","0.000000","26","None","OneHanded","","2","3","0","0","0.000000","1.000000","0.000000","35.000000","250.000000","59","73","0","0","0","0","0","0","0","3","0.000000","0.000000","0.000000","0.000000","0.000000","1","0.000000","0","0","0","0","Default","35","35","0","None","None","None","0","0","0","0.000000","0","-1.000000","0","0","1","0","0","1","0","0","1","0","0","0","","","","","0","0","0.000000","4","0","None","-1"
20271,"NSLOCTEXT("""", ""AB13F83045FE2FB8FA16259AB67E19CC"", ""XX_Bat_Demon_White_bc_1"")","NSLOCTEXT("""", ""33498F624697ADAABCB448A4B73D0C1A"", ""XX_Bat_Demon_White_bc_1"")","NSLOCTEXT("""", ""C321D3554A47B2B3F438C38515A214E6"", ""XX_Bat_Demon_White_bc_1"")","/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV","/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C","None","/Game/Characters/NPCs/Bat_Demon/NPC_Weapon_Bat_Demon_White_bc_1.NPC_Weapon_Bat_Demon_White_bc_1_C","None","1","0","Armor","0.000000","26","None","OneHanded","","2","3","0","0","0.000000","1.000000","0.000000","35.000000","250.000000","120","150","0","0","0","0","0","0","0","1","800.000000","1.000000","0.000000","0.000000","0.000000","1","0.000000","0","0","0","0","Default","35","35","0","None","None","None","0","0","0","0.000000","0","-1.000000","0","0","1","0","0","1","0","0","1","0","0","0","","","","","0","0","0.000000","4","0","None","-1"
20272,"NSLOCTEXT("""", ""2CC037C94EA97272D97FC7812B662E13"", ""XX_Bat_Demon_White_bc_2"")","NSLOCTEXT("""", ""8258516240E630D657DF848947DBCD87"", ""XX_Bat_Demon_White_bc_2"")","NSLOCTEXT("""", ""22DF77BB44E4F5B339187B9352DA817F"", ""XX_Bat_Demon_White_bc_2"")","/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV","/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C","None","/Game/Characters/NPCs/Bat_Demon/NPC_Weapon_Bat_Demon_White_bc_2.NPC_Weapon_Bat_Demon_White_bc_2_C","None","1","0","Armor","0.000000","26","None","OneHanded","","2","3","0","0","0.000000","1.000000","0.000000","35.000000","250.000000","120","150","0","0","0","0","0","0","0","1","800.000000","1.000000","0.000000","0.000000","0.000000","1","0.000000","0","0","0","0","Default","35","35","0","None","None","None","0","0","0","0.000000","0","-1.000000","0","0","1","0","0","1","0","0","1","0","0","0","","","","","0","0","0.000000","4","0","None","-1"
20273,"NSLOCTEXT("""", ""33B2D6C647AE11AFD98732A7B9567D1C"", ""XX_Bat_Demon_White_bc_3"")","NSLOCTEXT("""", ""1E8ABD7B49818F676C1B4F88A517DEEC"", ""XX_Bat_Demon_White_bc_3"")","NSLOCTEXT("""", ""DFE490A4449B2B5EED13A9B452C649AF"", ""XX_Bat_Demon_White_bc_3"")","/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV","/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C","None","/Game/Characters/NPCs/Bat_Demon/NPC_Weapon_Bat_Demon_White_bc_3.NPC_Weapon_Bat_Demon_White_bc_3_C","None","1","0","Armor","0.000000","26","None","OneHanded","","2","3","0","0","0.000000","1.000000","0.000000","35.000000","250.000000","120","150","0","0","0","0","0","0","0","1","800.000000","1.000000","0.000000","0.000000","0.000000","1","0.000000","0","0","0","0","Default","35","35","0","None","None","None","0","0","0","0.000000","0","-1.000000","0","0","1","0","0","1","0","0","1","0","0","0","","","","","0","0","0.000000","4","0","None","-1"
20281,"NSLOCTEXT("""", ""0034CD9648298F9CDF3A2C999DC25C03"", ""XX_Skeleton_Serpent_Man_bc_1"")","NSLOCTEXT("""", ""C5E8BDF14BF5ACE85182ACBB1F19CBC4"", ""XX_Skeleton_Serpent_Man_bc_1"")","NSLOCTEXT("""", ""9AB2D70940699E3B07249C9E2E042354"", ""XX_Skeleton_Serpent_Man_bc_1"")","/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV","/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C","None","/Game/Characters/NPCs/Serpent_people_skeleton/NPC_Weapon_LizardMan_bc_1.NPC_Weapon_LizardMan_bc_1_C","None","1","0","Armor","0.000000","26","None","OneHanded","","2","3","0","0","0.000000","1.000000","0.000000","35.000000","250.000000","50","62","0","0","0","0","0","0","0","1","450.000000","1.000000","0.000000","0.000000","0.000000","1","0.000000","0","0","0","0","Default","35","35","0","None","None","None","0","0","0","0.000000","0","-1.000000","0","0","1","0","0","1","0","0","1","0","0","0","","","","","0","0","0.000000","4","0","None","-1"
20282,"NSLOCTEXT("""", ""E4355C3B4D121DF630870A9BA8F2803F"", ""XX_Skeleton_Serpent_Man_bc_2"")","NSLOCTEXT("""", ""DC6F476A4FA134D8B055029472B7BA99"", ""XX_Skeleton_Serpent_Man_bc_2"")","NSLOCTEXT("""", ""98A30A124DE0BB5C1523B5B0D8DD714C"", ""XX_Skeleton_Serpent_Man_bc_2"")","/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV","/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C","None","/Game/Characters/NPCs/Serpent_people_skeleton/NPC_Weapon_LizardMan_bc_2.NPC_Weapon_LizardMan_bc_2_C","None","1","0","Armor","0.000000","26","None","OneHanded","","2","3","0","0","0.000000","1.000000","0.000000","35.000000","250.000000","50","62","0","0","0","0","0","0","0","1","450.000000","1.000000","0.000000","0.000000","0.000000","1","0.000000","0","0","0","0","Default","35","35","0","None","None","None","0","0","0","0.000000","0","-1.000000","0","0","1","0","0","1","0","0","1","0","0","0","","","","","0","0","0.000000","4","0","None","-1"
20283,"NSLOCTEXT("""", ""44B7B9654B66CEA8C782A0A0E9CEE8F3"", ""XX_Skeleton_Serpent_Man_charge_1"")","NSLOCTEXT("""", ""A5217C6141889A8FE234E1BEF2A2A388"", ""XX_Skeleton_Serpent_Man_charge_1"")","NSLOCTEXT("""", ""14CF08A741C90A6ACA35FD95984BB2B4"", ""XX_Skeleton_Serpent_Man_charge_1"")","/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV","/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C","None","/Game/Characters/NPCs/Serpent_people_skeleton/NPC_Weapon_LizardMan_charge_1.NPC_Weapon_LizardMan_charge_1_C","None","1","0","Armor","0.000000","26","None","OneHanded","","2","3","0","0","0.000000","1.000000","0.000000","35.000000","250.000000","50","62","0","0","0","0","0","0","0","130","1000.000000","650.000000","0.000000","0.000000","0.000000","1","0.000000","0","0","0","0","Default","35","35","0","None","None","None","0","0","0","0.000000","0","-1.000000","0","0","1","0","0","1","0","0","1","0","0","0","","","","","0","0","0.000000","4","0","None","-1"
20284,"NSLOCTEXT("""", ""7C158AFD4A00D217E6F551B510A06CF5"", ""XX_Skeleton_Serpent_Man_t_1"")","NSLOCTEXT("""", ""1776D83D41FBCC272A9AF3856CB828BC"", ""XX_Skeleton_Serpent_Man_t_1"")","NSLOCTEXT("""", ""577CAFB14E76662B4C1618B4CDAF3525"", ""XX_Skeleton_Serpent_Man_t_1"")","/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV","/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C","None","/Game/Characters/NPCs/Serpent_people_skeleton/NPC_Weapon_LizardMan_t_1.NPC_Weapon_LizardMan_t_1_C","None","1","0","Armor","0.000000","26","None","OneHanded","","2","3","0","0","0.000000","1.000000","0.000000","35.000000","250.000000","50","62","0","0","0","0","0","0","0","3","0.000000","0.000000","0.000000","0.000000","0.000000","1","0.000000","0","0","0","0","Default","35","35","0","None","None","None","0","0","0","0.000000","0","-1.000000","0","0","1","0","0","1","0","0","1","0","0","0","","","","","0","0","0.000000","4","0","None","-1"
20301,"NSLOCTEXT("""", ""66124A3D40934207FAB067A42E362015"", ""XX_Dragon_bc_1"")","NSLOCTEXT("""", ""D130CDBA4FAA751F56037EA6805F7823"", ""XX_Dragon_bc_1"")","NSLOCTEXT("""", ""78BB3DE1427D4BAE9606398501875307"", ""XX_Dragon_bc_1"")","/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV","/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C","None","/Game/Characters/NPCs/Dragon/BP_Weapon_Dragon_bc_1.BP_Weapon_Dragon_bc_1_C","None","1","0","Armor","0.000000","26","None","OneHanded","","2","3","0","0","0.000000","1.000000","0.000000","35.000000","250.000000","182","228","0","0","0","0","0","0","0","1","1000.000000","200.000000","0.000000","0.000000","0.000000","1","0.000000","0","0","0","0","Default","140","140","0","None","None","None","0","0","0","0.000000","0","-1.000000","0","0","1","0","0","1","0","0","1","0","0","0","","","","","0","0","0.000000","4","0","None","-1"
20302,"NSLOCTEXT("""", ""0810E47B45546C793CECB0965A1A0473"", ""XX_Dragon_bc_2"")","NSLOCTEXT("""", ""5055039A450B7B1275B9F287CDD971AB"", ""XX_Dragon_bc_2"")","NSLOCTEXT("""", ""3144679D4717CE8A495532A0407C1072"", ""XX_Dragon_bc_2"")","/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV","/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C","None","/Game/Characters/NPCs/Dragon/BP_Weapon_Dragon_ClawSwipeLeft.BP_Weapon_Dragon_ClawSwipeLeft_C","None","1","0","Armor","0.000000","26","None","OneHanded","","2","3","0","0","0.000000","1.000000","0.000000","35.000000","250.000000","182","228","0","0","0","0","0","0","0","1","1000.000000","200.000000","0.000000","0.000000","0.000000","1","0.000000","0","0","0","0","Default","140","140","0","None","None","None","0","0","0","0.000000","0","-1.000000","0","0","1","0","0","1","0","0","1","0","0","0","","","","","0","0","0.000000","4","0","None","-1"
20303,"NSLOCTEXT("""", ""2A4AD14B4B39AC84E71D8A8FA4B76012"", ""XX_Dragon_bc_3"")","NSLOCTEXT("""", ""C2BC42C740F205042773F9AD96870401"", ""XX_Dragon_bc_3"")","NSLOCTEXT("""", ""F87022044FBFEADF221F41B671E8489B"", ""XX_Dragon_bc_3"")","/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV","/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C","None","/Game/Characters/NPCs/Dragon/BP_Weapon_Dragon_ClawSwipeRight.BP_Weapon_Dragon_ClawSwipeRight_C","None","1","0","Armor","0.000000","26","None","OneHanded","","2","3","0","0","0.000000","1.000000","0.000000","35.000000","250.000000","182","228","0","0","0","0","0","0","0","1","1000.000000","200.000000","0.000000","0.000000","0.000000","1","0.000000","0","0","0","0","Default","140","140","0","None","None","None","0","0","0","0.000000","0","-1.000000","0","0","1","0","0","1","0","0","1","0","0","0","","","","","0","0","0.000000","4","0","None","-1"
20311,"NSLOCTEXT("""", ""4FE656384C33CFB1B51EC88A1AEF98C8"", ""XX_Dragon_Undead_bc1"")","NSLOCTEXT("""", ""4F15EDFD414B61BDCEB6CCB85008611A"", ""XX_Dragon_Undead_bc1"")","NSLOCTEXT("""", ""E5ACF91144C16B810BB2B6AA408F5C0F"", ""XX_Dragon_Undead_bc1"")","/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV","/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C","None","/Game/Characters/NPCs/Dragon/BP_Weapon_Dragon_Undead_bc_1.BP_Weapon_Dragon_Undead_bc_1_C","None","1","0","Armor","0.000000","26","None","OneHanded","","2","3","0","0","0.000000","1.000000","0.000000","35.000000","250.000000","185","231","0","0","0","0","0","0","0","1","1050.000000","1.000000","0.000000","0.000000","0.000000","1","0.000000","0","0","0","0","Default","200","200","0","None","None","None","0","0","0","0.000000","0","-1.000000","0","0","1","0","0","1","0","0","1","0","0","0","","","","","0","0","0.000000","4","0","None","-1"
20312,"NSLOCTEXT("""", ""869A9A534F59B23C15660A8BB3D8E17B"", ""XX_Dragon_Undead_bc2"")","NSLOCTEXT("""", ""A4E04DEB465E42E0269329AD06606EB7"", ""XX_Dragon_Undead_bc2"")","NSLOCTEXT("""", ""CCABD6014F5ADE57D7CC6691AABF9C1B"", ""XX_Dragon_Undead_bc2"")","/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV","/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C","None","/Game/Characters/NPCs/Dragon/BP_Weapon_Dragon_Undead_bc_2.BP_Weapon_Dragon_Undead_bc_2_C","None","1","0","Armor","0.000000","26","None","OneHanded","","2","3","0","0","0.000000","1.000000","0.000000","35.000000","250.000000","185","231","0","0","0","0","0","0","0","1","1050.000000","1.000000","0.000000","0.000000","0.000000","1","0.000000","0","0","0","0","Default","200","200","0","None","None","None","0","0","0","0.000000","0","-1.000000","0","0","1","0","0","1","0","0","1","0","0","0","","","","","0","0","0.000000","4","0","None","-1"
20313,"NSLOCTEXT("""", ""0D9277DE4585E8626DBDB68E50E50BFC"", ""XX_Dragon_Undead_bc3"")","NSLOCTEXT("""", ""FFA17ACF4C23D26BD5B83B966D6C261D"", ""XX_Dragon_Undead_bc3"")","NSLOCTEXT("""", ""B01EAFE54ECC22081724ABB999FC15FD"", ""XX_Dragon_Undead_bc3"")","/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV","/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C","None","/Game/Characters/NPCs/Dragon/BP_Weapon_Dragon_Undead_bc_3.BP_Weapon_Dragon_Undead_bc_3_C","None","1","0","Armor","0.000000","26","None","OneHanded","","2","3","0","0","0.000000","1.000000","0.000000","35.000000","250.000000","185","231","0","0","0","0","0","0","0","1","1050.000000","1.000000","0.000000","0.000000","0.000000","1","0.000000","0","0","0","0","Default","200","200","0","None","None","None","0","0","0","0.000000","0","-1.000000","0","0","1","0","0","1","0","0","1","0","0","0","","","","","0","0","0.000000","4","0","None","-1"
20314,"NSLOCTEXT("""", ""2BF252F3453163A9171244B9D85F332D"", ""XX_Dragon_Undead_bc4"")","NSLOCTEXT("""", ""524E15B04734C1C66C3300975D3E183D"", ""XX_Dragon_Undead_bc4"")","NSLOCTEXT("""", ""E1EABF81499EA5A7BEA87AB42CFC2D46"", ""XX_Dragon_Undead_bc4"")","/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV","/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C","None","/Game/Characters/NPCs/Dragon/BP_Weapon_Dragon_ClawSwipeLeft.BP_Weapon_Dragon_ClawSwipeLeft_C","None","1","0","Armor","0.000000","26","None","OneHanded","","2","3","0","0","0.000000","1.000000","0.000000","35.000000","250.000000","185","231","0","0","0","0","0","0","0","129","1050.000000","1.000000","0.000000","0.000000","0.000000","1","0.000000","0","0","0","0","Default","200","200","0","None","None","None","0","0","0","0.000000","0","-1.000000","0","0","1","0","0","1","0","0","1","0","0","0","","","","","0","0","0.000000","4","0","None","-1"
20315,"NSLOCTEXT("""", ""58EE784A4E77C6A6A1F69487135F1DD4"", ""XX_Dragon_Undead_bc5"")","NSLOCTEXT("""", ""0C15CF9D42F7695AA62AF8A442FDBD17"", ""XX_Dragon_Undead_bc5"")","NSLOCTEXT("""", ""93F789CC48C496551B873EBA823D2655"", ""XX_Dragon_Undead_bc5"")","/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV","/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C","None","/Game/Characters/NPCs/Dragon/BP_Weapon_Dragon_ClawSwipeRight.BP_Weapon_Dragon_ClawSwipeRight_C","None","1","0","Armor","0.000000","26","None","OneHanded","","2","3","0","0","0.000000","1.000000","0.000000","35.000000","250.000000","185","231","0","0","0","0","0","0","0","129","1050.000000","1.000000","0.000000","0.000000","0.000000","1","0.000000","0","0","0","0","Default","200","200","0","None","None","None","0","0","0","0.000000","0","-1.000000","0","0","1","0","0","1","0","0","1","0","0","0","","","","","0","0","0.000000","4","0","None","-1"
20316,"NSLOCTEXT("""", ""E3A5C5574EBD7ECA591E6A9BC8B56E1D"", ""XX_Dragon_Hatchling_bc1"")","NSLOCTEXT("""", ""7FADF526450888BCFA4536B2EE92F04C"", ""XX_Dragon_Undead_bc3"")","NSLOCTEXT("""", ""030B77ED48D993A6B833A2A7444353D4"", ""XX_Dragon_Undead_bc3"")","/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV","/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C","None","/Game/Characters/NPCs/Dragon/BP_Weapon_Dragon_Hatchling_ClawSwipeLeft.BP_Weapon_Dragon_Hatchling_ClawSwipeLeft_C","None","1","0","Armor","0.000000","26","None","OneHanded","","2","3","0","0","0.000000","1.000000","0.000000","35.000000","250.000000","122","153","0","0","0","0","0","0","0","1","600.000000","250.000000","0.000000","0.000000","0.000000","1","0.000000","0","0","0","0","Default","85","85","0","None","None","None","0","0","0","0.000000","0","-1.000000","0","0","1","0","0","1","0","0","1","0","0","0","","","","","0","0","0.000000","4","0","None","-1"
20317,"NSLOCTEXT("""", ""A0F6353E4AF28596CDCFE2BBDB95935F"", ""XX_Dragon_Hatchling_bc2"")","NSLOCTEXT("""", ""F809AD8D4814551AB31BE1A967175C74"", ""XX_Dragon_Undead_bc4"")","NSLOCTEXT("""", ""CCCBEB0B4C23287A473EFF95F88CF8A3"", ""XX_Dragon_Undead_bc4"")","/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV","/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C","None","/Game/Characters/NPCs/Dragon/BP_Weapon_Dragon_Hatchling_ClawSwipeRight.BP_Weapon_Dragon_Hatchling_ClawSwipeRight_C","None","1","0","Armor","0.000000","26","None","OneHanded","","2","3","0","0","0.000000","1.000000","0.000000","35.000000","250.000000","122","153","0","0","0","0","0","0","0","129","600.000000","250.000000","0.000000","0.000000","0.000000","1","0.000000","0","0","0","0","Default","85","85","0","None","None","None","0","0","0","0.000000","0","-1.000000","0","0","1","0","0","1","0","0","1","0","0","0","","","","","0","0","0.000000","4","0","None","-1"
20318,"NSLOCTEXT("""", ""47A8A6BB40F0F94A1307D0A550E92146"", ""XX_Dragon_Hatchling_bc3"")","NSLOCTEXT("""", ""4E04405C4353448E678C36B641D016F1"", ""XX_Dragon_Undead_bc5"")","NSLOCTEXT("""", ""61F5D5F94E80825C03DEAC8DC2F78230"", ""XX_Dragon_Undead_bc5"")","/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV","/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C","None","/Game/Characters/NPCs/Dragon/BP_Weapon_Dragon_Hatchling_bc_3.BP_Weapon_Dragon_Hatchling_bc_3_C","None","1","0","Armor","0.000000","26","None","OneHanded","","2","3","0","0","0.000000","1.000000","0.000000","35.000000","250.000000","122","153","0","0","0","0","0","0","0","129","600.000000","250.000000","0.000000","0.000000","0.000000","1","0.000000","0","0","0","0","Default","85","85","0","None","None","None","0","0","0","0.000000","0","-1.000000","0","0","1","0","0","1","0","0","1","0","0","0","","","","","0","0","0.000000","4","0","None","-1"
20341,"NSLOCTEXT("""", ""37A65EFB4E7C196D8910CC923331A563"", ""XX_Rocknose_bc_1"")","NSLOCTEXT("""", ""00D48B65473A434FF61AB3B41F0159C8"", ""XX_Rocknose_bc_1"")","NSLOCTEXT("""", ""FEA3F1384E208BA23EC37898EE6D46E1"", ""XX_Rocknose_bc_1"")","/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV","/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C","None","/Game/Characters/NPCs/Hooved_Wild/NPC_Weapon_Rocknose_bc_1.NPC_Weapon_Rocknose_bc_1_C","None","1","0","Armor","0.000000","26","None","OneHanded","","2","3","0","0","0.000000","1.000000","0.000000","35.000000","250.000000","27","34","0","0","0","0","0","0","0","1","375.000000","100.000000","0.000000","0.000000","0.000000","1","0.000000","0","0","0","0","Steel","79","79","0","None","None","None","0","0","0","0.000000","0","-1.000000","0","0","1","0","0","1","0","0","1","0","0","0","","","","","0","0","0.000000","4","0","None","-1"
20342,"NSLOCTEXT("""", ""F3C5011549CF7FE1597BE9A4458D7276"", ""XX_Rocknose_bc_2"")","NSLOCTEXT("""", ""3FEC77FF41CB857E7A168FB029ADC6C1"", ""XX_Rocknose_bc_2"")","NSLOCTEXT("""", ""48A4C1664C8752ED0E3EA68156B8288C"", ""XX_Rocknose_bc_2"")","/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV","/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C","None","/Game/Characters/NPCs/Hooved_Wild/NPC_Weapon_Rocknose_bc_2.NPC_Weapon_Rocknose_bc_2_C","None","1","0","Armor","0.000000","26","None","OneHanded","","2","3","0","0","0.000000","1.000000","0.000000","35.000000","250.000000","27","34","0","0","0","0","0","0","0","1","375.000000","100.000000","0.000000","0.000000","0.000000","1","0.000000","0","0","0","0","Steel","79","79","0","None","None","None","0","0","0","0.000000","0","-1.000000","0","0","1","0","0","1","0","0","1","0","0","0","","","","","0","0","0.000000","4","0","None","-1"
20343,"NSLOCTEXT("""", ""36FE25174517DC4953E2A4A4FA39E839"", ""XX_Rocknose_bc_3"")","NSLOCTEXT("""", ""22AEF62C4D266241637A98B523235A9F"", ""XX_Rocknose_bc_3"")","NSLOCTEXT("""", ""014A29A142F80DD7A0EBD49EE83812D8"", ""XX_Rocknose_bc_3"")","/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV","/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C","None","/Game/Characters/NPCs/Hooved_Wild/NPC_Weapon_Rocknose_bc_3.NPC_Weapon_Rocknose_bc_3_C","None","1","0","Armor","0.000000","26","None","OneHanded","","2","3","0","0","0.000000","1.000000","0.000000","35.000000","250.000000","27","34","0","0","0","0","0","0","0","1","375.000000","100.000000","0.000000","0.000000","0.000000","1","0.000000","0","0","0","0","Steel","79","79","0","None","None","None","0","0","0","0.000000","0","-1.000000","0","0","1","0","0","1","0","0","1","0","0","0","","","","","0","0","0.000000","4","0","None","-1"
